repo_full,week,attempts_total,outcome_n,failure_count,failure_rate,latency_n,feedback_latency_median_min,feedback_latency_p90_min,queue_latency_median_min,execution_span_median_min,logical_run_n,rerun_count,rerun_rate,additional_attempt_count,failed_then_passed_count,failed_then_passed_rate_among_reruns,merged_pr_count,pr_cycle_hours_median,qualified_review_latency_hours_median,reviewed_pr_n,churn_median,changed_files_median,commits_median,created_pr_count,workflow_count,workflow_concentration_hhi,release_count,split,external_calibration,external_evaluation_eligible,workflow_adjusted_latency_log,latency_log_raw,latency_log
prometheus/prometheus,2025-12-01,523,390,108,0.27692307692307694,390,0.43333333333333335,17.868333333333336,0.03333333333333333,0.4,517,5,0.009671179883945842,6,3,0.6,9,41.91444444444444,10.560833333333333,9,138.0,5.0,1.0,22,5.0,0.2658182496188704,,train,False,False,-0.02097579161857162,0.36000273403140703,-0.02097579161857162
prometheus/prometheus,2025-12-08,533,405,106,0.2617283950617284,405,0.4666666666666667,20.71,0.03333333333333333,0.43333333333333335,525,7,0.013333333333333334,8,2,0.2857142857142857,11,46.92944444444444,31.819166666666668,11,46.0,2.0,1.0,23,4.0,0.25103752697218124,,train,False,False,0.03684388226731144,0.38299225225610584,0.03684388226731144
prometheus/prometheus,2025-12-15,725,544,172,0.3161764705882353,544,0.4666666666666667,18.595,0.03333333333333333,0.4166666666666667,717,8,0.011157601115760111,8,5,0.625,34,143.86888888888888,7.217083333333333,34,27.5,2.0,1.0,30,5.0,0.24962473246135553,,train,False,False,0.005947941905031547,0.38299225225610584,0.005947941905031547
prometheus/prometheus,2025-12-22,316,250,66,0.264,250,0.38333333333333336,18.81833333333333,0.03333333333333333,0.35,315,1,0.0031746031746031746,1,1,1.0,13,32.564166666666665,28.758055555555554,13,31.0,2.0,1.0,18,4.0,0.27950248357635,,train,False,False,-0.004944910955672224,0.3244960455744973,-0.004944910955672224
prometheus/prometheus,2025-12-29,452,342,100,0.29239766081871343,342,0.4666666666666667,21.198333333333334,0.03333333333333333,0.38333333333333336,444,7,0.015765765765765764,8,5,0.7142857142857143,19,58.52777777777778,53.83833333333333,19,7.0,2.0,1.0,30,4.0,0.26394980029759574,,train,False,False,0.06957944519442513,0.38299225225610584,0.06957944519442513
prometheus/prometheus,2026-01-05,646,499,148,0.2965931863727455,499,0.43333333333333335,21.253333333333334,0.03333333333333333,0.38333333333333336,636,10,0.015723270440251572,10,9,0.9,30,30.84972222222222,21.00541666666667,30,33.0,2.0,1.0,35,4.0,0.2551447823711528,,train,False,False,0.04237676315582661,0.36000273403140703,0.04237676315582661
prometheus/prometheus,2026-01-12,722,551,135,0.24500907441016334,551,0.45,21.316666666666666,0.03333333333333333,0.4166666666666667,715,7,0.009790209790209791,7,5,0.7142857142857143,18,12.929305555555555,4.300138888888889,18,29.5,2.0,1.5,46,4.0,0.25159797730219996,,train,False,False,0.04023258075252338,0.37156355643248307,0.04023258075252338
prometheus/prometheus,2026-01-19,1013,779,187,0.24005134788189988,779,0.48333333333333334,21.75,0.03333333333333333,0.4166666666666667,988,23,0.02327935222672065,25,21,0.9130434782608695,35,48.81666666666667,21.506944444444443,35,41.0,2.0,1.0,39,4.0,0.2517996548326835,,train,False,False,0.05941478956675743,0.3942918075100391,0.05941478956675743
prometheus/prometheus,2026-01-26,935,723,159,0.21991701244813278,723,0.48333333333333334,24.846666666666668,0.03333333333333333,0.43333333333333335,910,23,0.025274725274725275,25,21,0.9130434782608695,28,47.266666666666666,16.851944444444445,28,26.0,2.0,1.0,40,4.0,0.2534256055363322,,train,False,False,0.06485176062042028,0.3942918075100391,0.06485176062042028
prometheus/prometheus,2026-02-02,1145,886,246,0.27765237020316025,886,0.5,26.383333333333333,0.03333333333333333,0.43333333333333335,1123,19,0.016918967052537846,22,17,0.8947368421052632,28,67.53736111111111,15.440972222222221,28,156.0,3.0,1.0,51,4.0,0.2542979729600885,,train,False,False,0.11556454099745694,0.4054651081081644,0.11556454099745694
prometheus/prometheus,2026-02-09,881,672,169,0.25148809523809523,672,0.48333333333333334,26.75,0.03333333333333333,0.43333333333333335,860,19,0.022093023255813953,21,13,0.6842105263157895,31,43.658055555555556,19.879166666666666,31,22.0,2.0,1.0,38,4.0,0.2509827213683759,,train,False,False,0.12323215567760255,0.3942918075100391,0.12323215567760255
prometheus/prometheus,2026-02-16,901,688,195,0.28343023255813954,688,0.5333333333333333,28.335000000000008,0.03333333333333333,0.43333333333333335,877,20,0.02280501710376283,24,16,0.8,47,12.262777777777778,11.397222222222222,47,16.0,2.0,1.0,69,4.0,0.25076958515695347,,train,False,False,0.13345757467559619,0.4274440148269396,0.13345757467559619
prometheus/prometheus,2026-02-23,748,602,114,0.1893687707641196,602,0.43333333333333335,25.683333333333334,0.03333333333333333,0.36666666666666664,737,11,0.014925373134328358,11,8,0.7272727272727273,24,36.93361111111111,21.62472222222222,23,52.5,2.0,1.0,30,5.0,0.27736352197660785,,train,False,False,0.05812610245733788,0.36000273403140703,0.05812610245733788
prometheus/prometheus,2026-03-02,634,496,109,0.21975806451612903,496,0.48333333333333334,28.75,0.03333333333333333,0.44166666666666665,611,19,0.031096563011456628,23,16,0.8421052631578947,27,47.08166666666666,16.84777777777778,27,49.0,2.0,1.0,35,4.0,0.2574460886266159,,purge,False,False,0.14877267329455837,0.3942918075100391,0.14877267329455837
prometheus/prometheus,2026-03-09,937,729,191,0.262002743484225,729,0.5,29.183333333333334,0.03333333333333333,0.45,907,17,0.018743109151047408,30,14,0.8235294117647058,16,107.41222222222223,16.263333333333335,16,48.0,2.0,1.0,36,4.0,0.25429257752836376,,purge,False,False,0.15708763080882862,0.4054651081081644,0.15708763080882862
prometheus/prometheus,2026-03-16,663,514,112,0.2178988326848249,514,0.48333333333333334,29.384999999999998,0.03333333333333333,0.43333333333333335,648,14,0.021604938271604937,15,10,0.7142857142857143,19,65.83555555555556,18.163333333333334,19,44.0,2.0,2.0,27,5.0,0.25385548116450435,,purge,False,False,0.15137664049515023,0.3942918075100391,0.15137664049515023
prometheus/prometheus,2026-03-23,792,611,133,0.2176759410801964,611,0.5,29.616666666666667,0.03333333333333333,0.43333333333333335,770,19,0.024675324675324677,22,16,0.8421052631578947,16,21.339166666666667,2.1220833333333333,16,140.0,3.0,1.0,40,5.0,0.25237858381797773,,purge,False,False,0.1610927183054395,0.4054651081081644,0.1610927183054395
prometheus/prometheus,2026-03-30,893,692,183,0.26445086705202314,691,0.5,29.666666666666668,0.03333333333333333,0.45,868,23,0.026497695852534562,25,12,0.5217391304347826,38,54.85,12.10263888888889,38,43.0,2.5,1.0,46,4.0,0.2559448942816406,,holdout,False,False,0.15918215036535857,0.4054651081081644,0.15918215036535857
prometheus/prometheus,2026-04-06,603,473,103,0.21775898520084566,472,0.5,29.8,0.03333333333333333,0.45,586,13,0.02218430034129693,17,12,0.9230769230769231,31,21.53,18.516944444444444,31,26.0,3.0,1.0,38,4.0,0.25803816737209473,,holdout,False,False,0.155640947823059,0.4054651081081644,0.155640947823059
prometheus/prometheus,2026-04-13,646,498,105,0.21084337349397592,498,0.5,27.415,0.03333333333333333,0.45,640,6,0.009375,6,5,0.8333333333333334,21,39.84166666666667,3.3022222222222224,21,49.0,3.0,1.0,24,4.0,0.2538603839776093,,holdout,False,False,0.13476468067291583,0.4054651081081644,0.13476468067291583
prometheus/prometheus,2026-04-20,611,490,69,0.14081632653061224,490,0.55,27.433333333333334,0.03333333333333333,0.5,601,10,0.016638935108153077,10,10,1.0,19,47.21055555555556,3.202777777777778,19,47.0,2.0,1.0,31,7.0,0.2039612022897185,,holdout,False,False,0.1357994453673725,0.4382549309311553,0.1357994453673725
prometheus/prometheus,2026-04-27,388,320,76,0.2375,320,0.5416666666666667,28.19,0.03333333333333333,0.48333333333333334,379,9,0.023746701846965697,9,8,0.8888888888888888,14,0.7808333333333333,0.44305555555555554,14,20.0,2.0,1.0,31,6.0,0.2029572749495164,,holdout,False,False,0.13592530243159046,0.4328640822962789,0.13592530243159046
prometheus/prometheus,2026-05-04,445,365,66,0.18082191780821918,365,0.65,28.693333333333335,0.05,0.5166666666666667,427,16,0.03747072599531616,18,15,0.9375,18,13.400833333333333,2.1733333333333333,17,32.0,3.0,1.0,30,5.0,0.2054336573664941,,holdout,False,False,0.17988655697871894,0.5007752879124893,0.17988655697871894
prometheus/prometheus,2026-05-11,561,420,85,0.20238095238095238,419,0.6333333333333333,28.53666666666667,0.05,0.4666666666666667,536,16,0.029850746268656716,25,12,0.75,21,9.626111111111111,2.662777777777778,21,49.0,2.0,1.0,34,5.0,0.25112718884345187,,holdout,False,False,0.175791702777296,0.4906229164484712,0.175791702777296
prometheus/prometheus,2026-05-18,726,571,106,0.18563922942206654,571,0.5166666666666667,24.583333333333332,0.03333333333333333,0.4166666666666667,708,12,0.01694915254237288,18,12,1.0,45,53.543055555555554,53.461666666666666,43,18.0,2.0,1.0,55,5.0,0.2470004325751884,,holdout,False,False,0.09616135065991839,0.4165149442947494,0.09616135065991839
prometheus/prometheus,2026-05-25,452,366,84,0.22950819672131148,366,0.45,21.433333333333334,0.03333333333333333,0.38333333333333336,441,11,0.024943310657596373,11,10,0.9090909090909091,15,1.741111111111111,1.0891666666666666,15,27.0,1.0,1.0,39,6.0,0.2678165870467538,,holdout,False,False,0.020544270300612084,0.37156355643248307,0.020544270300612084
prometheus/prometheus,2026-06-01,809,657,96,0.1461187214611872,657,0.43333333333333335,23.389999999999997,0.03333333333333333,0.13333333333333333,796,13,0.016331658291457288,13,11,0.8461538461538461,28,17.48097222222222,10.856944444444444,27,32.0,2.0,1.0,52,5.0,0.28779292294199527,,holdout,False,False,0.07172751509876936,0.36000273403140703,0.07172751509876936
prometheus/prometheus,2026-06-08,889,746,91,0.12198391420911528,746,0.16666666666666666,23.35,0.03333333333333333,0.11666666666666667,880,9,0.010227272727272727,9,8,0.8888888888888888,13,106.78722222222223,96.53222222222222,13,56.0,2.0,1.0,35,5.0,0.33794749222151504,,holdout,False,False,0.056494959602811035,0.15415067982725827,0.056494959602811035
prometheus/prometheus,2026-06-15,973,789,135,0.17110266159695817,789,0.45,23.28666666666667,0.05,0.13333333333333333,957,16,0.01671891327063741,16,10,0.625,27,16.627222222222223,1.9452777777777779,26,57.0,2.0,1.0,54,5.0,0.2828169412788665,,holdout,False,False,0.08642222436852798,0.37156355643248307,0.08642222436852798
prometheus/prometheus,2026-06-22,727,608,90,0.14802631578947367,608,0.16666666666666666,17.70833333333334,0.03333333333333333,0.11666666666666667,723,4,0.005532503457814661,4,4,1.0,26,47.72541666666666,23.232777777777777,26,18.0,2.0,1.0,26,5.0,0.3301824497804283,,holdout,False,False,-0.0012076180303478377,0.15415067982725827,-0.0012076180303478377
prometheus/prometheus,2026-06-29,956,787,113,0.14358322744599747,787,0.4,15.7,0.03333333333333333,0.11666666666666667,938,17,0.01812366737739872,18,11,0.6470588235294118,44,18.59777777777778,2.5758333333333336,44,43.0,2.0,1.0,64,6.0,0.29841914532308605,,holdout,False,False,-0.027853494456416328,0.33647223662121295,-0.027853494456416328
prometheus/prometheus,2026-07-06,1309,1100,118,0.10727272727272727,1100,0.18333333333333332,18.350000000000016,0.03333333333333333,0.11666666666666667,1298,11,0.00847457627118644,11,9,0.8181818181818182,34,20.458888888888886,17.779444444444444,34,37.5,2.0,1.0,59,8.0,0.34154157530780915,,holdout,False,False,0.016392711295643105,0.1683353148192147,0.016392711295643105
prometheus/prometheus,2026-07-13,1353,1130,112,0.09911504424778761,1130,0.16666666666666666,16.018333333333334,0.03333333333333333,0.11666666666666667,1337,16,0.011967090501121914,16,15,0.9375,29,106.98055555555555,46.35027777777778,29,29.0,2.0,1.0,53,6.0,0.3278346167859986,,holdout,False,False,-0.028765130267574067,0.15415067982725827,-0.028765130267574067
prometheus/prometheus,2026-07-20,876,737,70,0.09497964721845319,737,0.23333333333333334,27.309999999999995,0.05,0.11666666666666667,870,5,0.005747126436781609,6,5,1.0,14,145.5548611111111,108.23222222222222,14,33.5,3.0,1.0,30,6.0,0.3404797648089073,,holdout,False,False,0.08901102343266717,0.20972053098206905,0.08901102343266717
prometheus/prometheus,2026-07-27,807,662,93,0.1404833836858006,662,0.26666666666666666,25.15,0.05,0.11666666666666667,799,7,0.008760951188986232,8,6,0.8571428571428571,12,27.675833333333333,26.550555555555555,12,16.5,3.0,1.5,44,6.0,0.30040276453399545,,holdout,False,False,0.07901143544507498,0.2363887780642304,0.07901143544507498
prometheus/prometheus,2026-08-03,656,538,64,0.11895910780669144,538,0.3416666666666667,16.02166666666667,0.05,0.11666666666666667,651,4,0.006144393241167435,5,4,1.0,32,189.21027777777778,50.709583333333335,32,14.5,1.5,1.0,39,5.0,0.3032049375371803,,holdout,False,False,-0.009724617204327076,0.29391262220241704,-0.009724617204327076
tektoncd/pipeline,2025-06-23,45,36,5,0.1388888888888889,36,5.699999999999999,30.233333333333334,0.05,4.941666666666666,36,9,0.25,9,1,0.1111111111111111,4,68.29916666666666,18.910694444444445,4,13.0,3.0,1.0,7,4.0,0.25037037037037035,,train,False,False,-0.05900630525366814,1.9021075263969203,-0.05900630525366814
tektoncd/pipeline,2025-06-30,56,56,4,0.07142857142857142,56,4.908333333333333,31.3,0.03333333333333333,4.841666666666667,53,3,0.05660377358490566,3,3,1.0,7,15.945277777777777,85.55277777777778,2,10.0,4.0,1.0,11,4.0,0.2557397959183673,,train,False,False,-0.09390771329959878,1.7763637837500814,-0.09390771329959878
tektoncd/pipeline,2025-07-07,140,108,24,0.2222222222222222,108,0.7083333333333333,37.55833333333333,0.05,0.6416666666666666,109,30,0.27522935779816515,31,0,0.0,7,12.718055555555555,11.328611111111112,7,10.0,3.0,1.0,15,4.0,0.25091836734693873,,train,False,False,-0.024102751957636233,0.5355182363563621,-0.024102751957636233
tektoncd/pipeline,2025-07-14,211,186,31,0.16666666666666666,186,1.2333333333333334,37.916666666666664,0.05,0.6666666666666666,185,25,0.13513513513513514,26,2,0.08,10,61.79944444444445,61.11277777777778,9,36.5,3.5,1.0,12,4.0,0.25338604254172187,,train,False,False,-0.02544445763203694,0.8034952377288107,-0.02544445763203694
tektoncd/pipeline,2025-07-21,274,246,42,0.17073170731707318,246,0.7416666666666667,33.06666666666666,0.05,0.5,255,19,0.07450980392156863,19,10,0.5263157894736842,16,26.495555555555555,35.66638888888889,9,17.0,2.0,1.0,22,4.0,0.2696201182801428,,train,False,False,-0.06228921778420449,0.554842509182765,-0.06228921778420449
tektoncd/pipeline,2025-07-28,312,284,55,0.1936619718309859,284,1.55,33.995000000000005,0.05,0.5333333333333333,294,15,0.05102040816326531,18,8,0.5333333333333333,14,56.92180555555555,21.0275,13,74.5,3.5,1.0,14,4.0,0.2553007889546351,,train,False,False,-0.04946308601392057,0.9360933591703349,-0.04946308601392057
tektoncd/pipeline,2025-08-04,104,94,21,0.22340425531914893,94,2.575,36.81333333333333,0.05,9.341666666666667,84,16,0.19047619047619047,20,6,0.375,5,1.4797222222222222,1.4622222222222223,3,8.0,4.0,1.0,16,4.0,0.26886094674556216,,train,False,False,-0.059103728491283675,1.273965176145971,-0.059103728491283675
tektoncd/pipeline,2025-08-11,180,151,21,0.1390728476821192,151,9.416666666666666,41.88333333333333,0.08333333333333333,0.75,153,23,0.1503267973856209,27,11,0.4782608695652174,14,113.10847222222222,15.00388888888889,13,14.0,2.0,1.0,12,4.0,0.2561111111111111,,train,False,False,-0.019510709303110753,2.3434070875143007,-0.019510709303110753
tektoncd/pipeline,2025-08-18,175,162,33,0.2037037037037037,162,9.083333333333334,36.75833333333334,0.03333333333333333,9.033333333333333,152,21,0.13815789473684212,23,12,0.5714285714285714,13,28.29861111111111,28.230833333333333,13,24.0,2.0,1.0,11,4.0,0.25903673469387756,,train,False,False,-0.0611341286684152,2.310883895808741,-0.0611341286684152
tektoncd/pipeline,2025-08-25,88,77,25,0.3246753246753247,77,9.133333333333333,42.64666666666669,0.03333333333333333,9.1,68,11,0.16176470588235295,20,2,0.18181818181818182,4,163.26097222222222,24.519861111111112,4,138.5,4.0,1.0,9,4.0,0.2729855371900826,,train,False,False,-0.026214018210553774,2.3158303197440664,-0.026214018210553774
tektoncd/pipeline,2025-09-01,276,250,72,0.288,250,7.825000000000001,41.80166666666666,0.03333333333333333,7.7749999999999995,232,28,0.1206896551724138,44,7,0.25,6,26.207083333333333,4.191805555555556,4,649.0,2.0,1.0,21,4.0,0.26724952741020797,,train,False,False,-0.0014255566659763632,2.1775886028193607,-0.0014255566659763632
tektoncd/pipeline,2025-09-08,88,75,31,0.41333333333333333,75,27.283333333333335,50.836666666666694,0.03333333333333333,10.55,55,16,0.2909090909090909,33,3,0.1875,6,60.97708333333333,73.0638888888889,4,12.5,2.0,1.0,8,4.0,0.32076446280991733,,train,False,False,-0.004407216536075129,3.3422727030121258,-0.004407216536075129
tektoncd/pipeline,2025-09-15,79,69,19,0.2753623188405797,69,9.266666666666667,39.57333333333334,0.03333333333333333,9.166666666666666,63,8,0.12698412698412698,16,3,0.375,1,174.07083333333333,,0,3.0,1.0,1.0,6,4.0,0.26838647652619774,,train,False,False,-0.007036238214769952,2.328902401311419,-0.007036238214769952
tektoncd/pipeline,2025-09-22,66,60,28,0.4666666666666667,60,17.708333333333332,49.84,0.03333333333333333,10.325,41,9,0.21951219512195122,25,1,0.1111111111111111,0,,,0,,,,3,4.0,0.33654729109274567,,train,False,False,0.014716707637200122,2.928969057394309,0.014716707637200122
tektoncd/pipeline,2025-09-29,189,178,51,0.28651685393258425,169,1.2166666666666666,44.52666666666667,0.05,0.4666666666666667,164,20,0.12195121951219512,25,6,0.3,4,344.47805555555556,6.462083333333334,4,21.0,1.5,1.0,11,7.0,0.20993253268385537,,train,False,False,-0.08003540607072655,0.796004565999653,-0.08003540607072655
tektoncd/pipeline,2025-10-06,498,459,101,0.22004357298474944,459,2.15,42.97666666666666,0.05,0.26666666666666666,435,40,0.09195402298850575,63,16,0.4,14,128.0963888888889,8.947222222222223,11,20.0,2.5,1.0,11,6.0,0.24274608474056866,,train,False,False,-0.10510328869524689,1.1474024528375417,-0.10510328869524689
tektoncd/pipeline,2025-10-13,310,302,58,0.19205298013245034,302,0.5833333333333334,38.7266666666667,0.05,0.25,279,16,0.05734767025089606,31,5,0.3125,4,361.18347222222224,19.409444444444446,4,106.0,11.0,1.0,8,5.0,0.26957336108220603,,train,False,False,-0.1848584687060838,0.4595323293784402,-0.1848584687060838
tektoncd/pipeline,2025-10-20,475,439,49,0.11161731207289294,438,1.3583333333333334,35.76833333333334,0.15,0.2833333333333333,449,20,0.044543429844097995,26,7,0.35,12,103.19180555555556,14.543333333333333,11,5.0,1.0,1.0,12,6.0,0.2156808864265928,,train,False,False,-0.08914970867389849,0.8579551548611917,-0.08914970867389849
tektoncd/pipeline,2025-10-27,684,639,96,0.15023474178403756,637,2.966666666666667,35.32,0.08333333333333333,0.45,629,34,0.05405405405405406,55,17,0.5,17,22.411666666666665,69.24666666666667,9,68.0,4.0,1.0,19,6.0,0.20788875209466157,,train,False,False,-0.12738155008402477,1.377926111449374,-0.12738155008402477
tektoncd/pipeline,2025-11-03,239,210,67,0.319047619047619,183,0.5333333333333333,39.81,0.05,0.4666666666666667,208,16,0.07692307692307693,31,7,0.4375,7,40.60777777777778,4.642222222222222,4,42.0,1.0,1.0,8,6.0,0.2394390854501847,,train,False,False,-0.14191471965347444,0.4274440148269396,-0.14191471965347444
tektoncd/pipeline,2025-11-10,292,283,130,0.45936395759717313,229,5.316666666666666,42.14333333333334,0.05,0.8333333333333334,237,18,0.0759493670886076,55,5,0.2777777777777778,2,58.97833333333334,40.39652777777778,2,2.0,1.0,1.0,10,6.0,0.2632060424094577,,train,False,False,0.009287116861494847,1.8431916428603257,0.009287116861494847
tektoncd/pipeline,2025-11-17,285,228,50,0.21929824561403508,227,0.7333333333333333,38.223333333333336,0.05,0.6666666666666666,211,61,0.2890995260663507,74,11,0.18032786885245902,11,182.85083333333333,15.101388888888888,6,10.0,1.0,1.0,6,6.0,0.19189904586026468,,train,False,False,-0.01913656408348159,0.5500463369192718,-0.01913656408348159
tektoncd/pipeline,2025-11-24,713,688,168,0.2441860465116279,683,4.516666666666667,38.31,0.05,0.6333333333333333,584,46,0.07876712328767123,129,30,0.6521739130434783,16,47.018055555555556,10.280833333333334,14,6.0,2.0,1.0,24,7.0,0.25599712020205795,,train,False,False,0.02940640095925255,1.7077738131549622,0.02940640095925255
tektoncd/pipeline,2025-12-01,446,403,67,0.1662531017369727,395,0.75,36.10333333333334,0.05,0.6333333333333333,385,50,0.12987012987012986,61,8,0.16,15,45.690555555555555,1.8670833333333334,12,8.0,1.0,1.0,23,6.0,0.26207042168553557,,train,False,False,-0.00015648561662490531,0.5596157879354227,-0.00015648561662490531
tektoncd/pipeline,2025-12-08,276,266,35,0.13157894736842105,266,2.05,40.875,0.05,0.6333333333333333,249,21,0.08433734939759036,27,11,0.5238095238095238,11,15.546666666666667,2.6444444444444444,11,10.0,1.0,1.0,13,6.0,0.30090842260029405,,train,False,False,0.03138071043114214,1.1151415906193203,0.03138071043114214
tektoncd/pipeline,2025-12-15,816,771,83,0.10765239948119326,757,1.6,37.17666666666666,0.06666666666666667,0.6333333333333333,766,36,0.04699738903394256,50,18,0.5,28,19.834583333333335,1.958888888888889,27,13.0,3.0,1.0,30,6.0,0.2498948721645521,,train,False,False,0.04296420754216044,0.9555114450274363,0.04296420754216044
tektoncd/pipeline,2025-12-22,118,117,8,0.06837606837606838,117,1.0666666666666667,10.683333333333348,0.06666666666666667,0.6333333333333333,116,2,0.017241379310344827,2,2,1.0,8,85.33402777777778,4.7941666666666665,7,7.0,2.5,1.0,5,6.0,0.36009767308244767,,train,False,False,0.019460959528364158,0.7259370033829362,0.019460959528364158
tektoncd/pipeline,2025-12-29,77,59,9,0.15254237288135594,59,0.6833333333333333,16.123333333333413,0.03333333333333333,0.65,60,17,0.2833333333333333,17,0,0.0,0,,,0,,,,7,6.0,0.24911452184179456,,train,False,False,0.0025766796266766933,0.5207759546191588,0.0025766796266766933
tektoncd/pipeline,2026-01-05,88,68,8,0.11764705882352941,68,0.6666666666666666,9.460000000000003,0.03333333333333333,0.6333333333333333,68,20,0.29411764705882354,20,0,0.0,7,406.4272222222222,164.14638888888888,7,322.0,5.0,1.0,4,6.0,0.40650826446280997,,train,False,False,-0.0019822887474570984,0.5108256237659907,-0.0019822887474570984
tektoncd/pipeline,2026-01-12,221,197,12,0.06091370558375635,197,0.7166666666666667,11.66,0.05,0.6333333333333333,200,20,0.1,21,1,0.05,5,9.786111111111111,9.716666666666667,3,12.0,3.0,1.0,7,6.0,0.2471489117749432,,train,False,False,0.010024724318578032,0.540384426007535,0.010024724318578032
tektoncd/pipeline,2026-01-19,89,80,1,0.0125,80,0.9333333333333333,16.920000000000005,0.05,0.6166666666666667,79,10,0.12658227848101267,10,1,0.1,5,2.484722222222222,2.406388888888889,5,6.0,2.0,1.0,4,6.0,0.3993182678954678,,train,False,False,0.09447215616352349,0.659245628884264,0.09447215616352349
tektoncd/pipeline,2026-01-26,614,589,76,0.12903225806451613,572,1.7666666666666666,40.544999999999995,0.05,0.6333333333333333,576,28,0.04861111111111111,38,9,0.32142857142857145,16,14.43736111111111,21.63222222222222,12,40.0,4.5,1.0,35,6.0,0.25692580292629097,,train,False,False,0.05669524106625175,1.0176432261344426,0.05669524106625175
tektoncd/pipeline,2026-02-02,464,443,41,0.09255079006772009,427,5.283333333333333,39.760000000000005,0.23333333333333334,0.6166666666666667,446,17,0.03811659192825112,18,4,0.23529411764705882,18,64.80805555555555,31.829583333333332,18,18.5,2.0,1.0,21,6.0,0.3081339179548156,,train,False,False,0.7527569489023167,1.83790062522591,0.7527569489023167
tektoncd/pipeline,2026-02-09,546,516,26,0.050387596899224806,516,0.9333333333333333,28.916666666666664,0.05,0.6166666666666667,508,35,0.0688976377952756,38,15,0.42857142857142855,16,8.719722222222222,8.616666666666667,13,10.0,3.0,1.0,24,6.0,0.31254276858672453,,train,False,False,0.017724373372450388,0.659245628884264,0.017724373372450388
tektoncd/pipeline,2026-02-16,465,418,66,0.15789473684210525,397,0.6833333333333333,40.02666666666668,0.05,0.6,401,56,0.1396508728179551,64,16,0.2857142857142857,29,7.761111111111111,1.2491666666666665,28,6.0,1.0,1.0,24,6.0,0.25877211238293446,,train,False,False,0.00256210171622788,0.5207759546191588,0.00256210171622788
tektoncd/pipeline,2026-02-23,727,678,76,0.11209439528023599,675,1.8166666666666667,40.303333333333335,0.05,0.6333333333333333,681,41,0.06020558002936858,46,8,0.1951219512195122,25,15.487777777777778,12.279583333333333,24,29.0,3.0,1.0,38,6.0,0.27759498532720067,,train,False,False,0.0653651725206875,1.0355541527009726,0.0653651725206875
tektoncd/pipeline,2026-03-02,677,597,70,0.11725293132328309,597,4.533333333333333,45.29666666666667,0.3333333333333333,0.65,590,83,0.14067796610169492,87,12,0.14457831325301204,17,15.473055555555556,14.893055555555556,17,10.0,3.0,1.0,48,6.0,0.2905925656024385,,purge,False,False,0.33380710327111585,1.7107904066943878,0.33380710327111585
tektoncd/pipeline,2026-03-09,671,540,37,0.06851851851851852,537,1.4833333333333334,39.36333333333335,0.05,0.65,547,123,0.22486288848263253,124,2,0.016260162601626018,12,14.886805555555554,4.611527777777778,12,6.0,1.5,1.0,35,6.0,0.2770227500383128,,purge,False,False,0.029991025020763853,0.9096017437233584,0.029991025020763853
tektoncd/pipeline,2026-03-16,1311,1097,119,0.10847766636280766,1091,4.666666666666667,43.95,0.43333333333333335,0.65,1097,201,0.18322698268003645,214,12,0.05970149253731343,42,24.294027777777778,20.719166666666666,31,31.0,3.5,1.0,56,6.0,0.2568171332054475,,purge,False,False,0.3139216041420012,1.7346010553881064,0.3139216041420012
tektoncd/pipeline,2026-03-23,779,684,90,0.13157894736842105,663,0.9333333333333333,34.273333333333404,0.05,0.65,709,67,0.09449929478138223,70,8,0.11940298507462686,20,38.046388888888885,21.65277777777778,14,122.0,3.5,1.0,28,7.0,0.21572207546952166,,purge,False,False,0.01555799685093555,0.659245628884264,0.01555799685093555
tektoncd/pipeline,2026-03-30,867,807,82,0.10161090458488228,804,4.816666666666666,39.136666666666684,0.42500000000000004,0.6166666666666667,808,36,0.04455445544554455,59,10,0.2777777777777778,19,12.401666666666667,15.912500000000001,12,96.0,5.0,1.0,29,7.0,0.20528569661123153,,holdout,False,False,0.20813476600282282,1.7607273599803264,0.20813476600282282
tektoncd/pipeline,2026-04-06,401,382,85,0.22251308900523561,368,0.75,27.48000000000005,0.05,0.6333333333333333,371,16,0.0431266846361186,30,2,0.125,3,26.995833333333334,244.31444444444443,1,6.0,1.0,1.0,16,7.0,0.20590046081802968,,holdout,False,False,-0.0050195316322097895,0.5596157879354227,-0.0050195316322097895
tektoncd/pipeline,2026-04-13,1174,1073,103,0.09599254426840634,1062,4.25,40.986666666666665,0.6,0.6166666666666667,1065,105,0.09859154929577464,109,25,0.23809523809523808,32,85.63,62.91166666666667,31,16.5,3.0,1.0,43,7.0,0.21878636789728614,,holdout,False,False,0.2911214446571284,1.6582280766035324,0.2911214446571284
tektoncd/pipeline,2026-04-20,1076,1038,229,0.220616570327553,887,7.8,534.4733333333334,3.3833333333333333,0.6,1026,45,0.043859649122807015,50,17,0.37777777777777777,33,11.924444444444445,1.7225,30,10.0,3.0,1.0,78,7.0,0.2937666698912397,,holdout,False,False,1.287197013577207,2.174751721484161,1.287197013577207
tektoncd/pipeline,2026-04-27,638,610,193,0.3163934426229508,491,1.7833333333333334,93.5,0.2833333333333333,0.6,596,37,0.06208053691275168,42,17,0.4594594594594595,30,68.64875,25.58416666666667,29,18.0,3.0,1.0,36,7.0,0.27037863228545317,,holdout,False,False,0.3146575374853289,1.0236492501946544,0.3146575374853289
