repo_full,detector_variant,metric,window_weeks,window_role,threshold,threshold_role,persistence_weeks,persistence_role,affected_metrics,magnitude_level,magnitude,duration_weeks,volume_condition,missingness_condition,scenario_count,mean_precision,precision_valid_observations,mean_recall,recall_valid_observations,mean_false_alarm_rate,false_alarm_rate_valid_observations,mean_episode_detection_rate,episode_detection_rate_valid_observations,mean_detection_delay_weeks,detection_delay_weeks_valid_observations,mean_boundary_overlap,boundary_overlap_valid_observations,mean_alarm_duration_weeks,alarm_duration_weeks_valid_observations,mean_unevaluable_fraction,unevaluable_fraction_valid_observations
prometheus/prometheus,rerun_rate,rerun_rate,26.0,sensitivity,3.5,sensitivity,2.0,primary,latency_log,medium,"{""latency_log"": 0.25}",1,observed,none,100,,0,0.0,93,0.0,100,0.0,100,,0,0.0,93,0.0,100,0.75,100
prometheus/prometheus,rerun_rate,rerun_rate,26.0,sensitivity,3.5,sensitivity,2.0,primary,latency_log,medium,"{""latency_log"": 0.25}",2,low_volume,none,100,1.0,1,0.005,100,0.0,100,0.01,100,1.0,1,0.005,100,0.01,100,0.75,100
prometheus/prometheus,rerun_rate,rerun_rate,26.0,sensitivity,3.5,sensitivity,2.0,primary,latency_log,medium,"{""latency_log"": 0.25}",2,observed,controlled,100,,0,0.0,100,0.0,100,0.0,100,,0,0.0,100,0.0,100,0.75,100
prometheus/prometheus,rerun_rate,rerun_rate,26.0,sensitivity,3.5,sensitivity,2.0,primary,latency_log,medium,"{""latency_log"": 0.25}",2,observed,none,100,,0,0.0,100,0.0,100,0.0,100,,0,0.0,100,0.0,100,0.75,100
prometheus/prometheus,rerun_rate,rerun_rate,26.0,sensitivity,3.5,sensitivity,2.0,primary,latency_log,medium,"{""latency_log"": 0.25}",4,low_volume,none,100,1.0,4,0.01,100,0.0,100,0.04,100,2.25,4,0.01,100,0.04,100,0.75,100
prometheus/prometheus,rerun_rate,rerun_rate,26.0,sensitivity,3.5,sensitivity,2.0,primary,latency_log,medium,"{""latency_log"": 0.25}",4,observed,controlled,100,,0,0.0,100,0.0,100,0.0,100,,0,0.0,100,0.0,100,0.75,100
prometheus/prometheus,rerun_rate,rerun_rate,26.0,sensitivity,3.5,sensitivity,2.0,primary,latency_log,medium,"{""latency_log"": 0.25}",4,observed,none,100,,0,0.0,100,0.0,100,0.0,100,,0,0.0,100,0.0,100,0.75,100
prometheus/prometheus,rerun_rate,rerun_rate,26.0,sensitivity,3.5,sensitivity,2.0,primary,latency_log,medium,"{""latency_log"": 0.25}",8,low_volume,none,100,1.0,14,0.0183928571428571,100,0.0,100,0.14,100,4.142857142857143,14,0.0183928571428571,100,0.14,100,0.75,100
prometheus/prometheus,rerun_rate,rerun_rate,26.0,sensitivity,3.5,sensitivity,2.0,primary,latency_log,medium,"{""latency_log"": 0.25}",8,observed,controlled,100,,0,0.0,100,0.0,100,0.0,100,,0,0.0,100,0.0,100,0.75,100
prometheus/prometheus,rerun_rate,rerun_rate,26.0,sensitivity,3.5,sensitivity,2.0,primary,latency_log,medium,"{""latency_log"": 0.25}",8,observed,none,100,,0,0.0,100,0.0,100,0.0,100,,0,0.0,100,0.0,100,0.75,100
prometheus/prometheus,rerun_rate,rerun_rate,26.0,sensitivity,3.5,sensitivity,2.0,primary,latency_log+failure_rate,high,"{""failure_rate"": 0.2, ""latency_log"": 0.5}",1,observed,none,100,,0,0.0,83,0.0,100,0.0,100,,0,0.0,83,0.0,100,0.75,100
prometheus/prometheus,rerun_rate,rerun_rate,26.0,sensitivity,3.5,sensitivity,2.0,primary,latency_log+failure_rate,high,"{""failure_rate"": 0.2, ""latency_log"": 0.5}",2,observed,none,100,,0,0.0,100,0.0,100,0.0,100,,0,0.0,100,0.0,100,0.75,100
prometheus/prometheus,rerun_rate,rerun_rate,26.0,sensitivity,3.5,sensitivity,2.0,primary,latency_log+failure_rate,high,"{""failure_rate"": 0.2, ""latency_log"": 0.5}",4,observed,none,100,,0,0.0,100,0.0,100,0.0,100,,0,0.0,100,0.0,100,0.75,100
prometheus/prometheus,rerun_rate,rerun_rate,26.0,sensitivity,3.5,sensitivity,2.0,primary,latency_log+failure_rate,high,"{""failure_rate"": 0.2, ""latency_log"": 0.5}",8,observed,none,100,,0,0.0,100,0.0,100,0.0,100,,0,0.0,100,0.0,100,0.75,100
prometheus/prometheus,rerun_rate,rerun_rate,26.0,sensitivity,3.5,sensitivity,2.0,primary,latency_log+failure_rate,low,"{""failure_rate"": 0.05, ""latency_log"": 0.1}",1,observed,none,100,,0,0.0,91,0.0,100,0.0,100,,0,0.0,91,0.0,100,0.75,100
prometheus/prometheus,rerun_rate,rerun_rate,26.0,sensitivity,3.5,sensitivity,2.0,primary,latency_log+failure_rate,low,"{""failure_rate"": 0.05, ""latency_log"": 0.1}",2,observed,none,100,,0,0.0,100,0.0,100,0.0,100,,0,0.0,100,0.0,100,0.75,100
prometheus/prometheus,rerun_rate,rerun_rate,26.0,sensitivity,3.5,sensitivity,2.0,primary,latency_log+failure_rate,low,"{""failure_rate"": 0.05, ""latency_log"": 0.1}",4,observed,none,100,,0,0.0,100,0.0,100,0.0,100,,0,0.0,100,0.0,100,0.75,100
prometheus/prometheus,rerun_rate,rerun_rate,26.0,sensitivity,3.5,sensitivity,2.0,primary,latency_log+failure_rate,low,"{""failure_rate"": 0.05, ""latency_log"": 0.1}",8,observed,none,100,,0,0.0,100,0.0,100,0.0,100,,0,0.0,100,0.0,100,0.75,100
prometheus/prometheus,rerun_rate,rerun_rate,26.0,sensitivity,3.5,sensitivity,2.0,primary,latency_log+failure_rate,medium,"{""failure_rate"": 0.1, ""latency_log"": 0.25}",1,low_volume,none,100,,0,0.0,86,0.0,100,0.0,100,,0,0.0,86,0.0,100,0.75,100
prometheus/prometheus,rerun_rate,rerun_rate,26.0,sensitivity,3.5,sensitivity,2.0,primary,latency_log+failure_rate,medium,"{""failure_rate"": 0.1, ""latency_log"": 0.25}",1,observed,controlled,100,,0,0.0,84,0.0,100,0.0,100,,0,0.0,84,0.0,100,0.75,100
prometheus/prometheus,rerun_rate,rerun_rate,26.0,sensitivity,3.5,sensitivity,2.0,primary,latency_log+failure_rate,medium,"{""failure_rate"": 0.1, ""latency_log"": 0.25}",1,observed,none,100,,0,0.0,91,0.0,100,0.0,100,,0,0.0,91,0.0,100,0.75,100
prometheus/prometheus,rerun_rate,rerun_rate,26.0,sensitivity,3.5,sensitivity,2.0,primary,latency_log+failure_rate,medium,"{""failure_rate"": 0.1, ""latency_log"": 0.25}",2,low_volume,none,100,,0,0.0,100,0.0,100,0.0,100,,0,0.0,100,0.0,100,0.75,100
prometheus/prometheus,rerun_rate,rerun_rate,26.0,sensitivity,3.5,sensitivity,2.0,primary,latency_log+failure_rate,medium,"{""failure_rate"": 0.1, ""latency_log"": 0.25}",2,observed,controlled,100,,0,0.0,100,0.0,100,0.0,100,,0,0.0,100,0.0,100,0.75,100
prometheus/prometheus,rerun_rate,rerun_rate,26.0,sensitivity,3.5,sensitivity,2.0,primary,latency_log+failure_rate,medium,"{""failure_rate"": 0.1, ""latency_log"": 0.25}",2,observed,none,100,,0,0.0,100,0.0,100,0.0,100,,0,0.0,100,0.0,100,0.75,100
prometheus/prometheus,rerun_rate,rerun_rate,26.0,sensitivity,3.5,sensitivity,2.0,primary,latency_log+failure_rate,medium,"{""failure_rate"": 0.1, ""latency_log"": 0.25}",4,low_volume,none,100,,0,0.0,100,0.0,100,0.0,100,,0,0.0,100,0.0,100,0.75,100
prometheus/prometheus,rerun_rate,rerun_rate,26.0,sensitivity,3.5,sensitivity,2.0,primary,latency_log+failure_rate,medium,"{""failure_rate"": 0.1, ""latency_log"": 0.25}",4,observed,controlled,100,,0,0.0,100,0.0,100,0.0,100,,0,0.0,100,0.0,100,0.75,100
prometheus/prometheus,rerun_rate,rerun_rate,26.0,sensitivity,3.5,sensitivity,2.0,primary,latency_log+failure_rate,medium,"{""failure_rate"": 0.1, ""latency_log"": 0.25}",4,observed,none,100,,0,0.0,100,0.0,100,0.0,100,,0,0.0,100,0.0,100,0.75,100
prometheus/prometheus,rerun_rate,rerun_rate,26.0,sensitivity,3.5,sensitivity,2.0,primary,latency_log+failure_rate,medium,"{""failure_rate"": 0.1, ""latency_log"": 0.25}",8,low_volume,none,100,1.0,10,0.0128571428571428,100,0.0,100,0.1,100,4.3,10,0.0128571428571428,100,0.1,100,0.75,100
prometheus/prometheus,rerun_rate,rerun_rate,26.0,sensitivity,3.5,sensitivity,2.0,primary,latency_log+failure_rate,medium,"{""failure_rate"": 0.1, ""latency_log"": 0.25}",8,observed,controlled,100,,0,0.0,100,0.0,100,0.0,100,,0,0.0,100,0.0,100,0.75,100
prometheus/prometheus,rerun_rate,rerun_rate,26.0,sensitivity,3.5,sensitivity,2.0,primary,latency_log+failure_rate,medium,"{""failure_rate"": 0.1, ""latency_log"": 0.25}",8,observed,none,100,,0,0.0,100,0.0,100,0.0,100,,0,0.0,100,0.0,100,0.75,100
prometheus/prometheus,rerun_rate,rerun_rate,26.0,sensitivity,3.5,sensitivity,2.0,primary,latency_log+failure_rate+rerun_rate,high,"{""failure_rate"": 0.2, ""latency_log"": 0.5, ""rerun_rate"": 0.2}",1,observed,none,100,,0,0.0,93,0.0,100,0.0,100,,0,0.0,93,0.0,100,0.75,100
prometheus/prometheus,rerun_rate,rerun_rate,26.0,sensitivity,3.5,sensitivity,2.0,primary,latency_log+failure_rate+rerun_rate,high,"{""failure_rate"": 0.2, ""latency_log"": 0.5, ""rerun_rate"": 0.2}",2,observed,none,100,1.0,100,0.585,100,0.0,100,1.0,100,1.0,100,0.585,100,1.0,100,0.75,100
prometheus/prometheus,rerun_rate,rerun_rate,26.0,sensitivity,3.5,sensitivity,2.0,primary,latency_log+failure_rate+rerun_rate,high,"{""failure_rate"": 0.2, ""latency_log"": 0.5, ""rerun_rate"": 0.2}",4,observed,none,100,1.0,100,0.7925,100,0.0,100,1.0,100,1.0,100,0.7925,100,3.0,100,0.75,100
prometheus/prometheus,rerun_rate,rerun_rate,26.0,sensitivity,3.5,sensitivity,2.0,primary,latency_log+failure_rate+rerun_rate,high,"{""failure_rate"": 0.2, ""latency_log"": 0.5, ""rerun_rate"": 0.2}",8,observed,none,100,1.0,100,0.90875,100,0.0,100,1.0,100,1.0,100,0.90875,100,7.0,100,0.75,100
prometheus/prometheus,rerun_rate,rerun_rate,26.0,sensitivity,3.5,sensitivity,2.0,primary,latency_log+failure_rate+rerun_rate,low,"{""failure_rate"": 0.05, ""latency_log"": 0.1, ""rerun_rate"": 0.05}",1,observed,none,100,,0,0.0,91,0.0,100,0.0,100,,0,0.0,91,0.0,100,0.75,100
prometheus/prometheus,rerun_rate,rerun_rate,26.0,sensitivity,3.5,sensitivity,2.0,primary,latency_log+failure_rate+rerun_rate,low,"{""failure_rate"": 0.05, ""latency_log"": 0.1, ""rerun_rate"": 0.05}",2,observed,none,100,1.0,100,0.55,100,0.0,100,1.0,100,1.0,100,0.55,100,1.0,100,0.75,100
prometheus/prometheus,rerun_rate,rerun_rate,26.0,sensitivity,3.5,sensitivity,2.0,primary,latency_log+failure_rate+rerun_rate,low,"{""failure_rate"": 0.05, ""latency_log"": 0.1, ""rerun_rate"": 0.05}",4,observed,none,100,1.0,100,0.7775,100,0.0,100,1.0,100,1.0,100,0.7775,100,3.0,100,0.75,100
prometheus/prometheus,rerun_rate,rerun_rate,26.0,sensitivity,3.5,sensitivity,2.0,primary,latency_log+failure_rate+rerun_rate,low,"{""failure_rate"": 0.05, ""latency_log"": 0.1, ""rerun_rate"": 0.05}",8,observed,none,100,1.0,100,0.91625,100,0.0,100,1.0,100,1.0,100,0.91625,100,7.0,100,0.75,100
prometheus/prometheus,rerun_rate,rerun_rate,26.0,sensitivity,3.5,sensitivity,2.0,primary,latency_log+failure_rate+rerun_rate,medium,"{""failure_rate"": 0.1, ""latency_log"": 0.25, ""rerun_rate"": 0.1}",1,low_volume,none,100,,0,0.0,90,0.0,100,0.0,100,,0,0.0,90,0.0,100,0.75,100
prometheus/prometheus,rerun_rate,rerun_rate,26.0,sensitivity,3.5,sensitivity,2.0,primary,latency_log+failure_rate+rerun_rate,medium,"{""failure_rate"": 0.1, ""latency_log"": 0.25, ""rerun_rate"": 0.1}",1,observed,controlled,100,,0,0.0,73,0.0,96,0.0,100,,0,0.0,73,0.0,100,0.7844444444444446,100
prometheus/prometheus,rerun_rate,rerun_rate,26.0,sensitivity,3.5,sensitivity,2.0,primary,latency_log+failure_rate+rerun_rate,medium,"{""failure_rate"": 0.1, ""latency_log"": 0.25, ""rerun_rate"": 0.1}",1,observed,none,100,,0,0.0,92,0.0,100,0.0,100,,0,0.0,92,0.0,100,0.75,100
prometheus/prometheus,rerun_rate,rerun_rate,26.0,sensitivity,3.5,sensitivity,2.0,primary,latency_log+failure_rate+rerun_rate,medium,"{""failure_rate"": 0.1, ""latency_log"": 0.25, ""rerun_rate"": 0.1}",2,low_volume,none,100,1.0,100,0.575,100,0.0,100,1.0,100,1.0,100,0.575,100,1.0,100,0.75,100
prometheus/prometheus,rerun_rate,rerun_rate,26.0,sensitivity,3.5,sensitivity,2.0,primary,latency_log+failure_rate+rerun_rate,medium,"{""failure_rate"": 0.1, ""latency_log"": 0.25, ""rerun_rate"": 0.1}",2,observed,controlled,100,1.0,42,0.3636363636363636,66,0.0,90,0.42,100,1.0,42,0.3636363636363636,66,0.42,100,0.8294444444444445,100
prometheus/prometheus,rerun_rate,rerun_rate,26.0,sensitivity,3.5,sensitivity,2.0,primary,latency_log+failure_rate+rerun_rate,medium,"{""failure_rate"": 0.1, ""latency_log"": 0.25, ""rerun_rate"": 0.1}",2,observed,none,100,1.0,100,0.54,100,0.0,100,1.0,100,1.0,100,0.54,100,1.0,100,0.75,100
prometheus/prometheus,rerun_rate,rerun_rate,26.0,sensitivity,3.5,sensitivity,2.0,primary,latency_log+failure_rate+rerun_rate,medium,"{""failure_rate"": 0.1, ""latency_log"": 0.25, ""rerun_rate"": 0.1}",4,low_volume,none,100,1.0,100,0.7725,100,0.0,100,1.0,100,1.0,100,0.7725,100,3.0,100,0.75,100
prometheus/prometheus,rerun_rate,rerun_rate,26.0,sensitivity,3.5,sensitivity,2.0,primary,latency_log+failure_rate+rerun_rate,medium,"{""failure_rate"": 0.1, ""latency_log"": 0.25, ""rerun_rate"": 0.1}",4,observed,controlled,100,1.0,57,0.527056277056277,77,0.0,78,0.57,100,1.0,57,0.527056277056277,77,1.18,100,0.8666666666666665,100
prometheus/prometheus,rerun_rate,rerun_rate,26.0,sensitivity,3.5,sensitivity,2.0,primary,latency_log+failure_rate+rerun_rate,medium,"{""failure_rate"": 0.1, ""latency_log"": 0.25, ""rerun_rate"": 0.1}",4,observed,none,100,1.0,100,0.7875,100,0.0,100,1.0,100,1.0,100,0.7875,100,3.0,100,0.75,100
prometheus/prometheus,rerun_rate,rerun_rate,26.0,sensitivity,3.5,sensitivity,2.0,primary,latency_log+failure_rate+rerun_rate,medium,"{""failure_rate"": 0.1, ""latency_log"": 0.25, ""rerun_rate"": 0.1}",8,low_volume,none,100,1.0,100,0.9125,100,0.0,100,1.0,100,1.0,100,0.9125,100,7.0,100,0.75,100
prometheus/prometheus,rerun_rate,rerun_rate,26.0,sensitivity,3.5,sensitivity,2.0,primary,latency_log+failure_rate+rerun_rate,medium,"{""failure_rate"": 0.1, ""latency_log"": 0.25, ""rerun_rate"": 0.1}",8,observed,controlled,100,1.0,58,0.681582633053221,68,0.0,34,0.58,100,1.0,58,0.681582633053221,68,1.76,100,0.927777777777778,100
prometheus/prometheus,rerun_rate,rerun_rate,26.0,sensitivity,3.5,sensitivity,2.0,primary,latency_log+failure_rate+rerun_rate,medium,"{""failure_rate"": 0.1, ""latency_log"": 0.25, ""rerun_rate"": 0.1}",8,observed,none,100,1.0,100,0.91125,100,0.0,100,1.0,100,1.0,100,0.91125,100,7.0,100,0.75,100
prometheus/prometheus,rerun_rate,rerun_rate,26.0,sensitivity,3.5,sensitivity,2.0,primary,latency_log+rerun_rate,high,"{""latency_log"": 0.5, ""rerun_rate"": 0.2}",1,observed,none,100,,0,0.0,87,0.0,100,0.0,100,,0,0.0,87,0.0,100,0.75,100
prometheus/prometheus,rerun_rate,rerun_rate,26.0,sensitivity,3.5,sensitivity,2.0,primary,latency_log+rerun_rate,high,"{""latency_log"": 0.5, ""rerun_rate"": 0.2}",2,observed,none,100,1.0,100,0.56,100,0.0,100,1.0,100,1.0,100,0.56,100,1.0,100,0.75,100
prometheus/prometheus,rerun_rate,rerun_rate,26.0,sensitivity,3.5,sensitivity,2.0,primary,latency_log+rerun_rate,high,"{""latency_log"": 0.5, ""rerun_rate"": 0.2}",4,observed,none,100,1.0,100,0.775,100,0.0,100,1.0,100,1.0,100,0.775,100,3.0,100,0.75,100
prometheus/prometheus,rerun_rate,rerun_rate,26.0,sensitivity,3.5,sensitivity,2.0,primary,latency_log+rerun_rate,high,"{""latency_log"": 0.5, ""rerun_rate"": 0.2}",8,observed,none,100,1.0,100,0.92,100,0.0,100,1.0,100,1.0,100,0.92,100,7.0,100,0.75,100
prometheus/prometheus,rerun_rate,rerun_rate,26.0,sensitivity,3.5,sensitivity,2.0,primary,latency_log+rerun_rate,low,"{""latency_log"": 0.1, ""rerun_rate"": 0.05}",1,observed,none,100,,0,0.0,90,0.0,100,0.0,100,,0,0.0,90,0.0,100,0.75,100
prometheus/prometheus,rerun_rate,rerun_rate,26.0,sensitivity,3.5,sensitivity,2.0,primary,latency_log+rerun_rate,low,"{""latency_log"": 0.1, ""rerun_rate"": 0.05}",2,observed,none,100,1.0,99,0.565,100,0.0,100,0.99,100,1.0,99,0.565,100,0.99,100,0.75,100
prometheus/prometheus,rerun_rate,rerun_rate,26.0,sensitivity,3.5,sensitivity,2.0,primary,latency_log+rerun_rate,low,"{""latency_log"": 0.1, ""rerun_rate"": 0.05}",4,observed,none,100,1.0,100,0.8041666666666667,100,0.0,100,1.0,100,1.01,100,0.8041666666666667,100,2.99,100,0.75,100
prometheus/prometheus,rerun_rate,rerun_rate,26.0,sensitivity,3.5,sensitivity,2.0,primary,latency_log+rerun_rate,low,"{""latency_log"": 0.1, ""rerun_rate"": 0.05}",8,observed,none,100,1.0,100,0.9148214285714286,100,0.0,100,1.0,100,1.01,100,0.9148214285714286,100,6.99,100,0.75,100
prometheus/prometheus,rerun_rate,rerun_rate,26.0,sensitivity,3.5,sensitivity,2.0,primary,latency_log+rerun_rate,medium,"{""latency_log"": 0.25, ""rerun_rate"": 0.1}",1,low_volume,none,100,,0,0.0,91,0.0,100,0.0,100,,0,0.0,91,0.0,100,0.75,100
prometheus/prometheus,rerun_rate,rerun_rate,26.0,sensitivity,3.5,sensitivity,2.0,primary,latency_log+rerun_rate,medium,"{""latency_log"": 0.25, ""rerun_rate"": 0.1}",1,observed,controlled,100,,0,0.0,50,0.0,91,0.0,100,,0,0.0,50,0.0,100,0.8161111111111112,100
prometheus/prometheus,rerun_rate,rerun_rate,26.0,sensitivity,3.5,sensitivity,2.0,primary,latency_log+rerun_rate,medium,"{""latency_log"": 0.25, ""rerun_rate"": 0.1}",1,observed,none,100,,0,0.0,88,0.0,100,0.0,100,,0,0.0,88,0.0,100,0.75,100
prometheus/prometheus,rerun_rate,rerun_rate,26.0,sensitivity,3.5,sensitivity,2.0,primary,latency_log+rerun_rate,medium,"{""latency_log"": 0.25, ""rerun_rate"": 0.1}",2,low_volume,none,100,1.0,100,0.55,100,0.0,100,1.0,100,1.0,100,0.55,100,1.0,100,0.75,100
prometheus/prometheus,rerun_rate,rerun_rate,26.0,sensitivity,3.5,sensitivity,2.0,primary,latency_log+rerun_rate,medium,"{""latency_log"": 0.25, ""rerun_rate"": 0.1}",2,observed,controlled,100,1.0,50,0.417910447761194,67,0.0,90,0.5,100,1.0,50,0.417910447761194,67,0.5,100,0.8286111111111112,100
prometheus/prometheus,rerun_rate,rerun_rate,26.0,sensitivity,3.5,sensitivity,2.0,primary,latency_log+rerun_rate,medium,"{""latency_log"": 0.25, ""rerun_rate"": 0.1}",2,observed,none,100,1.0,100,0.545,100,0.0,100,1.0,100,1.0,100,0.545,100,1.0,100,0.75,100
prometheus/prometheus,rerun_rate,rerun_rate,26.0,sensitivity,3.5,sensitivity,2.0,primary,latency_log+rerun_rate,medium,"{""latency_log"": 0.25, ""rerun_rate"": 0.1}",4,low_volume,none,100,1.0,100,0.7775,100,0.0,100,1.0,100,1.0,100,0.7775,100,3.0,100,0.75,100
prometheus/prometheus,rerun_rate,rerun_rate,26.0,sensitivity,3.5,sensitivity,2.0,primary,latency_log+rerun_rate,medium,"{""latency_log"": 0.25, ""rerun_rate"": 0.1}",4,observed,controlled,100,1.0,49,0.5183823529411766,68,0.0,82,0.49,100,1.0,49,0.5183823529411766,68,1.13,100,0.8683333333333334,100
prometheus/prometheus,rerun_rate,rerun_rate,26.0,sensitivity,3.5,sensitivity,2.0,primary,latency_log+rerun_rate,medium,"{""latency_log"": 0.25, ""rerun_rate"": 0.1}",4,observed,none,100,1.0,100,0.7775,100,0.0,100,1.0,100,1.0,100,0.7775,100,3.0,100,0.75,100
prometheus/prometheus,rerun_rate,rerun_rate,26.0,sensitivity,3.5,sensitivity,2.0,primary,latency_log+rerun_rate,medium,"{""latency_log"": 0.25, ""rerun_rate"": 0.1}",8,low_volume,none,100,1.0,100,0.9185714285714286,100,0.0,100,1.0,100,1.01,100,0.9185714285714286,100,6.99,100,0.75,100
prometheus/prometheus,rerun_rate,rerun_rate,26.0,sensitivity,3.5,sensitivity,2.0,primary,latency_log+rerun_rate,medium,"{""latency_log"": 0.25, ""rerun_rate"": 0.1}",8,observed,controlled,100,1.0,51,0.6347470238095239,64,0.0,36,0.51,100,1.0,51,0.6347470238095239,64,1.46,100,0.936388888888889,100
prometheus/prometheus,rerun_rate,rerun_rate,26.0,sensitivity,3.5,sensitivity,2.0,primary,latency_log+rerun_rate,medium,"{""latency_log"": 0.25, ""rerun_rate"": 0.1}",8,observed,none,100,1.0,100,0.91875,100,0.0,100,1.0,100,1.0,100,0.91875,100,7.0,100,0.75,100
prometheus/prometheus,rerun_rate,rerun_rate,26.0,sensitivity,3.5,sensitivity,2.0,primary,rerun_rate,high,"{""rerun_rate"": 0.2}",1,observed,none,100,,0,0.0,97,0.0,100,0.0,100,,0,0.0,97,0.0,100,0.75,100
prometheus/prometheus,rerun_rate,rerun_rate,26.0,sensitivity,3.5,sensitivity,2.0,primary,rerun_rate,high,"{""rerun_rate"": 0.2}",2,observed,none,100,1.0,100,0.54,100,0.0,100,1.0,100,1.0,100,0.54,100,1.0,100,0.75,100
prometheus/prometheus,rerun_rate,rerun_rate,26.0,sensitivity,3.5,sensitivity,2.0,primary,rerun_rate,high,"{""rerun_rate"": 0.2}",4,observed,none,100,1.0,100,0.7925,100,0.0,100,1.0,100,1.0,100,0.7925,100,3.0,100,0.75,100
prometheus/prometheus,rerun_rate,rerun_rate,26.0,sensitivity,3.5,sensitivity,2.0,primary,rerun_rate,high,"{""rerun_rate"": 0.2}",8,observed,none,100,1.0,100,0.91125,100,0.0,100,1.0,100,1.0,100,0.91125,100,7.0,100,0.75,100
prometheus/prometheus,rerun_rate,rerun_rate,26.0,sensitivity,3.5,sensitivity,2.0,primary,rerun_rate,low,"{""rerun_rate"": 0.05}",1,observed,none,100,,0,0.0,91,0.0,100,0.0,100,,0,0.0,91,0.0,100,0.75,100
prometheus/prometheus,rerun_rate,rerun_rate,26.0,sensitivity,3.5,sensitivity,2.0,primary,rerun_rate,low,"{""rerun_rate"": 0.05}",2,observed,none,100,1.0,100,0.525,100,0.0,100,1.0,100,1.0,100,0.525,100,1.0,100,0.75,100
prometheus/prometheus,rerun_rate,rerun_rate,26.0,sensitivity,3.5,sensitivity,2.0,primary,rerun_rate,low,"{""rerun_rate"": 0.05}",4,observed,none,100,1.0,100,0.7775,100,0.0,100,1.0,100,1.0,100,0.7775,100,3.0,100,0.75,100
prometheus/prometheus,rerun_rate,rerun_rate,26.0,sensitivity,3.5,sensitivity,2.0,primary,rerun_rate,low,"{""rerun_rate"": 0.05}",8,observed,none,100,1.0,100,0.9085714285714286,100,0.0,100,1.0,100,1.01,100,0.9085714285714286,100,6.99,100,0.75,100
prometheus/prometheus,rerun_rate,rerun_rate,26.0,sensitivity,3.5,sensitivity,2.0,primary,rerun_rate,medium,"{""rerun_rate"": 0.1}",1,low_volume,none,100,,0,0.0,90,0.0,100,0.0,100,,0,0.0,90,0.0,100,0.75,100
prometheus/prometheus,rerun_rate,rerun_rate,26.0,sensitivity,3.5,sensitivity,2.0,primary,rerun_rate,medium,"{""rerun_rate"": 0.1}",1,observed,controlled,100,,0,,0,0.0,84,0.0,100,,0,,0,0.0,100,0.8897222222222219,100
prometheus/prometheus,rerun_rate,rerun_rate,26.0,sensitivity,3.5,sensitivity,2.0,primary,rerun_rate,medium,"{""rerun_rate"": 0.1}",1,observed,none,100,,0,0.0,91,0.0,100,0.0,100,,0,0.0,91,0.0,100,0.75,100
prometheus/prometheus,rerun_rate,rerun_rate,26.0,sensitivity,3.5,sensitivity,2.0,primary,rerun_rate,medium,"{""rerun_rate"": 0.1}",2,low_volume,none,100,1.0,100,0.545,100,0.0,100,1.0,100,1.0,100,0.545,100,1.0,100,0.75,100
prometheus/prometheus,rerun_rate,rerun_rate,26.0,sensitivity,3.5,sensitivity,2.0,primary,rerun_rate,medium,"{""rerun_rate"": 0.1}",2,observed,controlled,100,,0,0.0,48,0.0,77,0.0,100,,0,0.0,48,0.0,100,0.9000000000000002,100
prometheus/prometheus,rerun_rate,rerun_rate,26.0,sensitivity,3.5,sensitivity,2.0,primary,rerun_rate,medium,"{""rerun_rate"": 0.1}",2,observed,none,100,1.0,100,0.55,100,0.0,100,1.0,100,1.0,100,0.55,100,1.0,100,0.75,100
prometheus/prometheus,rerun_rate,rerun_rate,26.0,sensitivity,3.5,sensitivity,2.0,primary,rerun_rate,medium,"{""rerun_rate"": 0.1}",4,low_volume,none,100,1.0,100,0.7716666666666666,100,0.0,100,1.0,100,1.01,100,0.7716666666666666,100,2.99,100,0.75,100
prometheus/prometheus,rerun_rate,rerun_rate,26.0,sensitivity,3.5,sensitivity,2.0,primary,rerun_rate,medium,"{""rerun_rate"": 0.1}",4,observed,controlled,100,1.0,45,0.415492957746479,71,0.0,68,0.45,100,1.0,45,0.415492957746479,71,0.68,100,0.9094444444444446,100
prometheus/prometheus,rerun_rate,rerun_rate,26.0,sensitivity,3.5,sensitivity,2.0,primary,rerun_rate,medium,"{""rerun_rate"": 0.1}",4,observed,none,100,1.0,100,0.785,100,0.0,100,1.0,100,1.0,100,0.785,100,3.0,100,0.75,100
prometheus/prometheus,rerun_rate,rerun_rate,26.0,sensitivity,3.5,sensitivity,2.0,primary,rerun_rate,medium,"{""rerun_rate"": 0.1}",8,low_volume,none,100,1.0,100,0.9085714285714286,100,0.0,100,1.0,100,1.01,100,0.9085714285714286,100,6.99,100,0.75,100
prometheus/prometheus,rerun_rate,rerun_rate,26.0,sensitivity,3.5,sensitivity,2.0,primary,rerun_rate,medium,"{""rerun_rate"": 0.1}",8,observed,controlled,100,1.0,49,0.5568181818181818,66,0.0,42,0.49,100,1.0,49,0.5568181818181818,66,1.19,100,0.9400000000000004,100
prometheus/prometheus,rerun_rate,rerun_rate,26.0,sensitivity,3.5,sensitivity,2.0,primary,rerun_rate,medium,"{""rerun_rate"": 0.1}",8,observed,none,100,1.0,100,0.91125,100,0.0,100,1.0,100,1.0,100,0.91125,100,7.0,100,0.75,100
